Data Extract: data for one segment with characteristics given in cells N3:O10,,,,,,,,,,,,,,,,,
Tier,FICO,Approve Date,Term,Amount,Previous Rate,Car  Type,Competition Rate,Outcome,Rate,Cost of Funds,Partner Bin,,,,,,
2,703,3/18/04,60,18500, ,U,4.39,0,5.89,1.09,1,,,,,,
3,695,3/19/04,60,20000, ,U,4.39,0,6.19,1.09,3,,,,,,
2,705,3/19/04,60,21073, ,U,4.39,1,5.89,1.09,2,,,,,,
3,687,3/19/04,60,25000, ,U,4.39,0,6.19,1.09,2,,,,,,
2,704,3/20/04,60,18500, ,U,4.39,0,5.89,1.09,3,,,,,,
3,684,3/20/04,60,23000, ,U,4.39,0,6.19,1.09,1,,,,,,
3,695,3/20/04,60,24999, ,U,4.39,0,6.19,1.09,2,,,,,,
2,707,3/21/04,60,25000, ,U,4.39,0,5.89,1.09,3,,,,,,
3,699,3/21/04,60,23500, ,U,4.39,0,6.19,1.09,1,,,,,,
3,695,3/21/04,60,22000, ,U,4.39,0,6.19,1.09,1,,,,,,
3,692,3/22/04,60,19137, ,U,4.39,1,6.19,1.09,3,,,,,,
2,687,3/22/04,60,18040, ,U,4.39,1,5.89,1.09,1,,,,,,
3,685,3/22/04,60,20000, ,U,4.39,0,6.19,1.09,1,,,,,,
3,695,3/22/04,60,24524, ,U,4.39,1,6.19,1.09,1,,,,,,
3,693,3/23/04,60,25000, ,U,4.39,0,6.19,1.09,1,,,,,,
3,687,3/23/04,60,22000, ,U,4.39,0,6.19,1.09,1,,,,,,
3,685,3/24/04,60,22000, ,U,4.39,0,6.19,1.09,3,,,,,,
3,691,3/24/04,60,25000, ,U,4.39,0,6.19,1.09,1,,,,,,
2,707,3/25/04,60,23789, ,U,4.39,1,5.89,1.09,3,,,,,,
2,708,3/25/04,60,17999, ,U,4.39,1,5.89,1.09,3,,,,,,
3,699,3/25/04,60,19667, ,U,4.39,0,6.19,1.09,3,,,,,,
2,709,3/25/04,60,22000, ,U,4.39,0,5.89,1.09,3,,,,,,
3,684,3/25/04,60,20000, ,U,4.39,0,6.19,1.09,1,,,,,,
3,687,3/25/04,60,25000, ,U,4.39,1,6.19,1.09,3,,,,,,
3,696,3/25/04,60,18000, ,U,4.39,0,6.19,1.09,3,,,,,,
3,689,3/25/04,60,23000, ,U,4.39,0,6.19,1.09,1,,,,,,
2,686,3/26/04,60,20000, ,U,4.39,0,5.89,1.09,3,,,,,,
2,700,3/26/04,60,22000, ,U,4.39,0,5.89,1.09,3,,,,,,
3,692,3/26/04,60,20000, ,U,4.39,0,6.19,1.09,2,,,,,,
3,692,3/26/04,60,20000, ,U,4.39,0,6.19,1.09,3,,,,,,
2,703,3/26/04,60,19559, ,U,4.39,1,5.89,1.09,2,,,,,,
3,696,3/27/04,60,20000, ,U,4.39,0,6.19,1.09,1,,,,,,
2,707,3/27/04,60,22000, ,U,4.39,0,5.89,1.09,2,,,,,,
3,698,3/27/04,60,24600, ,U,4.39,0,6.19,1.09,1,,,,,,
2,711,3/27/04,60,24594, ,U,4.39,1,5.89,1.09,1,,,,,,
2,709,3/28/04,60,19000, ,U,4.39,0,5.89,1.09,1,,,,,,
3,691,3/28/04,60,25000, ,U,4.39,0,6.19,1.09,3,,,,,,
3,687,3/29/04,60,19999, ,U,4.39,0,6.19,1.09,1,,,,,,
2,710,3/29/04,60,20000, ,U,4.39,0,5.89,1.09,3,,,,,,
3,694,3/29/04,60,24999, ,U,4.39,0,6.19,1.09,1,,,,,,
2,711,3/29/04,60,24000, ,U,4.39,0,5.89,1.09,1,,,,,,
2,705,3/30/04,60,24999, ,U,4.39,0,5.89,1.09,2,,,,,,
2,712,3/30/04,60,20975, ,U,4.39,1,5.89,1.09,1,,,,,,
3,692,3/30/04,60,22000, ,U,4.39,0,6.19,1.09,3,,,,,,
3,691,3/30/04,60,22000, ,U,4.39,0,6.19,1.09,3,,,,,,
2,705,3/31/04,60,18500, ,U,4.39,0,5.89,1.09,1,,,,,,
3,691,3/31/04,60,22000, ,U,4.39,0,6.19,1.09,2,,,,,,
2,701,3/31/04,60,24999, ,U,4.39,0,5.89,1.09,2,,,,,,
2,705,3/31/04,60,17818, ,U,4.39,1,5.89,1.09,1,,,,,,
3,693,4/1/04,60,20024, ,U,4.39,1,6.19,1.09,1,,,,,,
2,709,4/2/04,60,20000, ,U,4.39,0,5.89,1.09,2,,,,,,
1,700,4/2/04,60,18500, ,U,4.39,1,4.39,1.09,1,,,,,,
2,705,4/2/04,60,24234, ,U,4.39,1,5.89,1.09,1,,,,,,
2,705,4/2/04,60,19287, ,U,4.39,0,5.89,1.09,3,,,,,,
1,693,4/3/04,60,23000, ,U,4.39,0,4.39,1.09,2,,,,,,
2,709,4/3/04,60,22000, ,U,4.39,0,5.89,1.09,1,,,,,,
3,690,4/3/04,60,20999, ,U,4.39,0,6.19,1.09,2,,,,,,
3,695,4/3/04,60,20853, ,U,4.39,1,6.19,1.09,3,,,,,,
3,688,4/3/04,60,20000, ,U,4.39,0,6.19,1.09,3,,,,,,
1,705,4/4/04,60,18500, ,U,4.39,0,4.85,1.09,1,,,,,,
1,686,4/4/04,60,21455, ,U,4.39,1,4.39,1.09,1,,,,,,
2,691,4/4/04,60,19999, ,U,4.39,0,5.89,1.09,2,,,,,,
3,698,4/4/04,60,21000, ,U,4.39,0,6.19,1.09,3,,,,,,
2,688,4/4/04,60,23362, ,U,4.39,1,5.89,1.09,1,,,,,,
2,707,4/5/04,60,24999, ,U,4.39,0,5.89,1.10,2,,,,,,
3,698,4/5/04,60,19999, ,U,4.39,0,6.19,1.10,1,,,,,,
2,705,4/5/04,60,23000, ,U,4.39,0,5.89,1.10,1,,,,,,
2,708,4/5/04,60,19000, ,U,4.39,0,5.89,1.10,1,,,,,,
2,703,4/5/04,60,22234, ,U,4.39,0,5.89,1.10,1,,,,,,
1,694,4/6/04,60,21000, ,U,4.39,0,4.39,1.10,1,,,,,,
2,710,4/6/04,60,22000, ,U,4.39,0,5.89,1.10,1,,,,,,
3,684,4/6/04,60,19000, ,U,4.39,0,6.19,1.10,3,,,,,,
3,691,4/6/04,60,25000, ,U,4.39,0,6.19,1.10,3,,,,,,
3,685,4/6/04,60,20000, ,U,4.39,0,6.19,1.10,3,,,,,,
3,695,4/7/04,60,24586, ,U,4.39,1,6.19,1.10,3,,,,,,
1,690,4/7/04,60,20000, ,U,4.39,0,4.39,1.10,2,,,,,,
2,684,4/7/04,60,23436, ,U,4.39,1,5.89,1.10,1,,,,,,
2,702,4/7/04,60,20000, ,U,4.39,0,5.89,1.10,3,,,,,,
2,709,4/7/04,60,20800, ,U,4.39,0,5.89,1.10,1,,,,,,
2,709,4/7/04,60,19000, ,U,4.39,0,5.89,1.10,1,,,,,,
3,690,4/7/04,60,22142, ,U,4.39,1,6.19,1.10,3,,,,,,
2,701,4/7/04,60,20000, ,U,4.39,0,5.89,1.10,1,,,,,,
1,707,4/8/04,60,20929, ,U,4.39,1,4.39,1.10,2,,,,,,
3,692,4/8/04,60,25000, ,U,4.39,0,6.19,1.10,1,,,,,,
3,690,4/12/04,60,24999, ,U,4.39,0,6.19,1.10,1,,,,,,
2,702,4/9/04,60,24246, ,U,4.39,1,5.89,1.10,2,,,,,,
1,699,4/10/04,60,25000, ,U,4.39,0,4.39,1.10,1,,,,,,
2,705,4/10/04,60,22128, ,U,4.39,0,5.89,1.10,1,,,,,,
3,687,4/10/04,60,23500, ,U,4.39,0,6.19,1.10,1,,,,,,
3,699,4/10/04,60,18000, ,U,4.39,0,6.19,1.10,3,,,,,,
3,692,4/10/04,60,22350, ,U,4.39,1,6.19,1.10,3,,,,,,
3,692,4/10/04,60,24090, ,U,4.39,1,6.19,1.10,1,,,,,,
3,685,4/11/04,60,25000, ,U,4.39,0,6.19,1.10,3,,,,,,
3,690,4/12/04,60,20000, ,U,4.39,0,6.19,1.10,1,,,,,,
2,711,4/12/04,60,20805, ,U,4.39,1,5.89,1.10,1,,,,,,
2,707,4/12/04,60,20000, ,U,4.39,0,5.89,1.10,1,,,,,,
2,712,4/12/04,60,25000, ,U,4.39,0,5.89,1.10,2,,,,,,
2,708,4/13/04,60,22000, ,U,4.39,0,5.89,1.10,3,,,,,,
2,698,4/13/04,60,24999, ,U,4.39,0,5.89,1.10,2,,,,,,
2,684,4/13/04,60,18441, ,U,4.39,1,5.89,1.10,1,,,,,,
3,689,4/14/04,60,24000, ,U,4.39,0,6.19,1.10,2,,,,,,
3,693,4/14/04,60,18500, ,U,4.39,0,6.19,1.10,3,,,,,,
3,699,4/15/04,60,20000, ,U,4.39,0,6.19,1.10,1,,,,,,
3,697,4/14/04,60,18000, ,U,4.39,1,6.19,1.10,1,,,,,,
2,704,4/15/04,60,23750, ,U,4.39,0,5.89,1.10,1,,,,,,
3,690,4/15/04,60,20000, ,U,4.39,0,6.19,1.10,3,,,,,,
2,712,4/15/04,60,24000, ,U,4.39,0,5.89,1.10,1,,,,,,
2,701,4/15/04,60,20000, ,U,4.39,1,5.89,1.10,1,,,,,,
2,703,4/15/04,60,25000, ,U,4.39,0,5.89,1.10,1,,,,,,
2,709,4/15/04,60,22000, ,U,4.39,0,5.89,1.10,1,,,,,,
3,690,4/15/04,60,24800, ,U,4.39,0,6.19,1.10,3,,,,,,
2,701,4/16/04,60,22999, ,U,4.39,0,5.89,1.10,2,,,,,,
3,698,4/16/04,60,18900, ,U,4.39,0,6.19,1.10,1,,,,,,
1,690,4/17/04,60,25000, ,U,4.55,0,4.39,1.10,1,,,,,,
2,702,4/17/04,60,24681, ,U,4.55,0,5.89,1.10,2,,,,,,
1,703,4/18/04,60,18633, ,U,4.55,1,4.39,1.10,1,,,,,,
2,703,4/17/04,60,20157, ,U,4.55,1,5.89,1.10,3,,,,,,
1,687,4/18/04,60,20000, ,U,4.55,1,4.39,1.10,3,,,,,,
3,695,4/18/04,60,20000, ,U,4.55,0,6.19,1.10,1,,,,,,
3,685,4/18/04,60,24550, ,U,4.55,0,6.19,1.10,3,,,,,,
3,697,4/18/04,60,22000, ,U,4.55,0,6.19,1.10,1,,,,,,
3,698,4/18/04,60,20760, ,U,4.55,0,6.19,1.10,1,,,,,,
2,705,4/18/04,60,23744, ,U,4.55,1,5.89,1.10,3,,,,,,
2,702,4/19/04,60,19999, ,U,4.55,0,5.89,1.10,2,,,,,,
2,694,4/19/04,60,24826, ,U,4.55,1,5.89,1.10,2,,,,,,
3,697,4/19/04,60,18000, ,U,4.55,0,6.19,1.10,1,,,,,,
2,701,4/19/04,60,18048, ,U,4.55,0,5.89,1.10,1,,,,,,
3,697,4/19/04,60,25000, ,U,4.55,0,6.19,1.10,3,,,,,,
3,698,4/19/04,60,20800, ,U,4.55,0,6.19,1.10,1,,,,,,
2,712,4/19/04,60,23000, ,U,4.55,0,5.89,1.10,1,,,,,,
2,704,4/20/04,60,20134, ,U,4.55,0,5.89,1.10,1,,,,,,
3,685,4/20/04,60,17999, ,U,4.55,0,6.69,1.10,1,,,,,,
3,687,4/20/04,60,23220, ,U,4.55,0,6.69,1.10,3,,,,,,
2,712,4/20/04,60,21034, ,U,4.55,1,5.89,1.10,3,,,,,,
1,704,4/20/04,60,20000, ,U,4.55,0,4.55,1.10,3,,,,,,
2,707,4/20/04,60,25000, ,U,4.55,0,5.89,1.10,1,,,,,,
3,693,4/20/04,60,24500, ,U,4.55,0,6.69,1.10,3,,,,,,
1,707,4/21/04,60,25000, ,U,4.55,0,4.55,1.10,1,,,,,,
2,709,4/21/04,60,25000, ,U,4.55,0,5.89,1.10,3,,,,,,
3,692,4/21/04,60,21688, ,U,4.55,1,6.69,1.10,1,,,,,,
3,698,4/22/04,60,25000, ,U,4.55,0,6.69,1.10,1,,,,,,
3,711,4/22/04,60,25000, ,U,4.55,0,5.79,1.10,2,,,,,,
1,707,4/23/04,60,20999, ,U,4.55,0,4.55,1.10,2,,,,,,
3,698,4/23/04,60,23000, ,U,4.55,0,6.69,1.10,3,,,,,,
2,705,4/23/04,60,25000, ,U,4.55,0,5.89,1.10,3,,,,,,
2,704,4/24/04,60,20000, ,U,4.65,0,5.89,1.10,2,,,,,,
3,696,4/24/04,60,20000, ,U,4.65,0,6.69,1.10,1,,,,,,
2,707,4/25/04,60,19000, ,U,4.65,0,5.89,1.10,1,,,,,,
2,711,4/25/04,60,22000, ,U,4.65,0,5.89,1.10,3,,,,,,
2,702,4/26/04,60,20000, ,U,4.65,0,5.89,1.10,3,,,,,,
3,686,4/26/04,60,20000, ,U,4.65,0,6.69,1.10,1,,,,,,
2,685,4/26/04,60,19000, ,U,4.65,0,5.89,1.10,3,,,,,,
3,697,4/26/04,60,23000, ,U,4.65,0,6.69,1.10,1,,,,,,
3,698,4/26/04,60,22290, ,U,4.65,0,6.69,1.10,3,,,,,,
2,711,4/26/04,60,22500, ,U,4.65,0,5.89,1.10,1,,,,,,
3,707,4/28/04,60,24894, ,U,4.65,0,5.89,1.10,1,,,,,,
3,694,4/26/04,60,20350, ,U,4.65,0,6.69,1.10,1,,,,,,
2,704,4/27/04,60,18000, ,U,4.65,0,5.89,1.10,2,,,,,,
2,711,4/28/04,60,25000, ,U,4.65,0,6.29,1.10,1,,,,,,
3,696,4/28/04,60,18180, ,U,4.65,1,6.69,1.10,3,,,,,,
2,693,4/28/04,60,25000, ,U,4.65,0,5.89,1.10,2,,,,,,
3,687,4/28/04,60,18315, ,U,4.65,0,6.69,1.10,1,,,,,,
3,696,4/29/04,60,24999, ,U,4.65,0,7.04,1.10,2,,,,,,
2,685,4/29/04,60,24700, ,U,4.65,0,6.29,1.10,1,,,,,,
3,707,4/29/04,60,23073, ,U,4.65,0,6.29,1.10,1,,,,,,
3,690,4/29/04,60,22000, ,U,4.65,0,7.04,1.10,1,,,,,,
3,685,4/29/04,60,25000, ,U,4.65,0,7.04,1.10,3,,,,,,
2,707,4/29/04,60,23000, ,U,4.65,0,6.29,1.10,1,,,,,,
3,698,4/30/04,60,20000, ,U,4.65,0,7.04,1.10,2,,,,,,
2,700,4/30/04,60,24999, ,U,4.65,0,6.29,1.10,1,,,,,,
2,700,4/30/04,60,25000, ,U,4.65,0,6.29,1.10,1,,,,,,
2,704,4/30/04,60,22250, ,U,4.65,1,6.29,1.10,1,,,,,,
2,709,4/30/04,60,20000, ,U,4.65,0,6.29,1.10,1,,,,,,
1,689,4/30/04,60,19500, ,U,4.65,0,4.65,1.10,3,,,,,,
3,687,5/3/04,60,21000, ,U,4.65,0,7.04,1.10,2,,,,,,
3,688,5/2/04,60,18609, ,U,4.65,0,7.04,1.10,1,,,,,,
3,693,5/3/04,60,18000, ,U,4.65,0,7.04,1.10,3,,,,,,
3,693,5/3/04,60,17999, ,U,4.65,0,7.04,1.10,1,,,,,,
3,695,5/3/04,60,23000, ,U,4.65,0,7.04,1.10,3,,,,,,
2,708,5/3/04,60,22400, ,U,4.65,1,6.29,1.10,3,,,,,,
2,698,5/4/04,60,22500, ,U,4.65,0,6.29,1.10,3,,,,,,
3,694,5/4/04,60,17999, ,U,4.65,0,7.04,1.10,3,,,,,,
3,684,5/4/04,60,18500, ,U,4.65,1,7.04,1.10,1,,,,,,
2,711,5/5/04,60,25000, ,U,4.65,1,6.29,1.10,1,,,,,,
2,712,5/5/04,60,24000, ,U,4.65,0,6.29,1.10,2,,,,,,
3,696,5/5/04,60,20000, ,U,4.65,0,7.04,1.10,2,,,,,,
2,701,5/5/04,60,18000, ,U,4.65,1,6.29,1.10,1,,,,,,
2,711,5/6/04,60,25000, ,U,4.65,0,6.29,1.10,3,,,,,,
2,704,5/7/04,60,21947, ,U,4.65,0,6.29,1.10,1,,,,,,
2,710,5/7/04,60,19500, ,U,4.65,0,6.29,1.10,3,,,,,,
1,709,5/7/04,60,19000, ,U,4.65,0,4.65,1.10,1,,,,,,
3,696,5/8/04,60,18210, ,U,4.75,0,7.04,1.10,3,,,,,,
3,696,5/8/04,60,25000, ,U,4.75,0,7.04,1.10,1,,,,,,
2,694,5/10/04,60,20000, ,U,4.75,0,6.29,1.10,1,,,,,,
2,711,5/10/04,60,24353, ,U,4.75,0,6.29,1.10,3,,,,,,
3,691,5/10/04,60,20644, ,U,4.75,1,7.04,1.10,1,,,,,,
3,687,5/10/04,60,22600, ,U,4.75,0,7.79,1.10,3,,,,,,
2,702,5/11/04,60,25000, ,U,4.75,0,6.99,1.10,1,,,,,,
2,710,5/11/04,60,24000, ,U,4.75,0,6.99,1.10,1,,,,,,
2,702,5/11/04,60,18999, ,U,4.75,0,6.99,1.10,3,,,,,,
3,691,5/11/04,60,23000, ,U,4.75,0,7.79,1.10,3,,,,,,
2,711,5/14/04,60,20001, ,U,4.75,0,6.99,1.10,1,,,,,,
2,708,5/12/04,60,24999, ,U,4.75,0,6.99,1.10,1,,,,,,
2,708,5/12/04,60,22226, ,U,4.75,0,6.99,1.10,2,,,,,,
3,695,5/12/04,60,19999, ,U,4.75,0,7.79,1.10,2,,,,,,
3,691,5/13/04,60,24000, ,U,4.75,0,7.79,1.10,3,,,,,,
3,698,5/14/04,60,22000, ,U,4.75,0,7.79,1.10,3,,,,,,
3,692,5/14/04,60,17879, ,U,4.75,1,7.79,1.10,1,,,,,,
4,699,5/16/04,60,24999, ,U,4.95,0,10.09,1.10,3,,,,,,
3,696,5/15/04,60,20000, ,U,4.95,0,7.79,1.10,2,,,,,,
3,688,5/15/04,60,24000, ,U,4.95,0,7.79,1.10,1,,,,,,
3,705,5/15/04,60,20000, ,U,4.95,0,7.04,1.10,1,,,,,,
2,702,5/16/04,60,24000, ,U,4.95,0,6.99,1.10,1,,,,,,
1,702,5/16/04,60,22750, ,U,4.95,0,4.75,1.10,1,,,,,,
3,697,5/17/04,60,24000, ,U,4.95,0,7.79,1.10,1,,,,,,
3,692,5/17/04,60,25000, ,U,4.95,0,7.79,1.10,3,,,,,,
3,708,5/17/04,60,20181, ,U,4.95,0,7.04,1.10,3,,,,,,
2,703,5/17/04,60,20000, ,U,4.95,1,6.99,1.10,1,,,,,,
2,712,5/17/04,60,22000, ,U,4.95,0,6.99,1.10,3,,,,,,
2,706,5/17/04,60,24000, ,U,4.95,0,6.99,1.10,3,,,,,,
2,703,5/18/04,60,23000, ,U,4.95,0,6.99,1.10,3,,,,,,
3,694,5/19/04,60,21000, ,U,4.95,0,7.99,1.10,3,,,,,,
3,690,5/19/04,60,24000, ,U,4.95,0,7.99,1.10,3,,,,,,
3,685,5/19/04,60,21000, ,U,4.95,0,7.99,1.10,3,,,,,,
1,694,5/20/04,60,25000, ,U,4.95,0,4.95,1.10,1,,,,,,
3,688,5/20/04,60,24500, ,U,4.95,1,7.99,1.10,3,,,,,,
3,699,5/21/04,60,21899, ,U,4.95,0,7.99,1.10,2,,,,,,
3,692,5/21/04,60,25000, ,U,4.95,0,7.99,1.10,2,,,,,,
3,684,5/21/04,60,25000, ,U,4.95,0,7.99,1.10,1,,,,,,
2,701,5/23/04,60,25000, ,U,4.95,0,6.99,1.10,3,,,,,,
3,689,5/23/04,60,22376, ,U,4.95,0,7.99,1.10,1,,,,,,
1,709,5/23/04,60,23910, ,U,4.95,0,4.95,1.10,3,,,,,,
2,707,5/25/04,60,20000, ,U,4.95,0,6.99,1.10,3,,,,,,
3,687,5/25/04,60,24999, ,U,4.95,0,7.99,1.10,2,,,,,,
3,698,5/25/04,60,23000, ,U,4.95,0,7.99,1.10,1,,,,,,
3,696,5/25/04,60,23999, ,U,4.95,1,7.99,1.10,1,,,,,,
3,685,5/25/04,60,19000, ,U,4.95,1,7.99,1.10,3,,,,,,
3,685,5/25/04,60,23500, ,U,4.95,0,7.99,1.10,3,,,,,,
2,689,5/25/04,60,25000, ,U,4.95,0,6.99,1.10,3,,,,,,
3,686,5/26/04,60,23678, ,U,4.95,0,7.99,1.10,3,,,,,,
2,711,5/26/04,60,20865, ,U,4.95,1,6.99,1.10,3,,,,,,
2,707,5/26/04,60,24000, ,U,4.95,0,6.99,1.10,3,,,,,,
2,690,5/27/04,60,24999, ,U,4.95,0,7.19,1.11,2,,,,,,
3,685,5/27/04,60,25000, ,U,4.95,0,8.24,1.11,1,,,,,,
2,707,5/27/04,60,21789, ,U,4.95,0,7.19,1.11,3,,,,,,
1,711,5/28/04,60,25000, ,U,4.95,0,4.95,1.11,1,,,,,,
2,687,5/29/04,60,23000, ,U,4.95,0,7.19,1.11,3,,,,,,
3,695,5/29/04,60,20000, ,U,4.95,0,8.24,1.11,2,,,,,,
1,688,6/1/04,60,20719, ,U,4.95,0,4.95,1.13,3,,,,,,
3,708,5/30/04,60,23000, ,U,4.95,0,7.24,1.11,2,,,,,,
3,696,5/31/04,60,24499, ,U,4.95,0,8.24,1.11,3,,,,,,
3,699,6/1/04,60,20000, ,U,4.95,0,8.24,1.13,1,,,,,,
3,687,6/1/04,60,19999, ,U,4.95,0,8.24,1.13,3,,,,,,
2,700,6/1/04,60,18605, ,U,4.95,1,7.19,1.13,1,,,,,,
2,685,6/1/04,60,25000, ,U,4.95,0,7.19,1.13,3,,,,,,
2,706,6/1/04,60,24000, ,U,4.95,0,7.19,1.13,1,,,,,,
3,698,6/2/04,60,20000, ,U,4.95,0,8.24,1.13,2,,,,,,
3,687,6/2/04,60,17808, ,U,4.95,0,8.24,1.13,1,,,,,,
2,712,6/2/04,60,18000, ,U,4.95,0,7.19,1.13,1,,,,,,
2,701,6/2/04,60,24658, ,U,4.95,0,7.19,1.13,2,,,,,,
2,700,6/2/04,60,20419, ,U,4.95,1,7.19,1.13,1,,,,,,
2,703,6/2/04,60,20999, ,U,4.95,0,7.19,1.13,2,,,,,,
3,688,6/2/04,60,21387, ,U,4.95,0,8.24,1.13,1,,,,,,
1,697,6/3/04,60,23850, ,U,4.95,0,4.95,1.15,3,,,,,,
2,711,6/3/04,60,25000, ,U,4.95,0,7.19,1.15,1,,,,,,
2,711,6/3/04,60,25000, ,U,4.95,0,5,1.15,1,,,,,,
2,701,6/3/04,60,18000, ,U,4.95,1,7.19,1.15,2,,,,,,
3,699,6/3/04,60,20596, ,U,4.95,0,8.24,1.15,2,,,,,,
3,690,6/3/04,60,25000, ,U,4.95,0,8.24,1.15,2,,,,,,
3,684,6/4/04,60,20900, ,U,4.95,1,8.24,1.16,1,,,,,,
3,685,6/4/04,60,25000, ,U,4.95,0,8.24,1.16,3,,,,,,
3,688,6/4/04,60,21499, ,U,4.95,1,8.24,1.16,1,,,,,,
2,710,6/4/04,60,25000, ,U,4.95,0,7.19,1.16,1,,,,,,
2,700,6/5/04,60,23000, ,U,4.95,0,7.19,1.16,3,,,,,,
2,702,6/5/04,60,24999, ,U,4.95,1,7.19,1.16,1,,,,,,
3,696,6/5/04,60,25000, ,U,4.95,0,8.24,1.16,1,,,,,,
2,700,6/5/04,60,24000, ,U,4.95,0,7.19,1.16,1,,,,,,
2,700,6/8/04,60,18200, ,U,4.95,1,7.19,1.18,2,,,,,,
1,691,6/7/04,60,23500, ,U,4.95,0,4.95,1.17,1,,,,,,
3,685,6/7/04,60,20000, ,U,4.95,0,8.24,1.17,1,,,,,,
2,711,6/7/04,60,24000, ,U,4.95,0,7.19,1.17,3,,,,,,
1,704,6/8/04,60,22996, ,U,4.95,0,4.95,1.18,1,,,,,,
2,710,6/8/04,60,24999, ,U,4.95,0,7.19,1.18,1,,,,,,
3,685,6/8/04,60,23000, ,U,4.95,0,8.24,1.18,3,,,,,,
2,693,6/8/04,60,21603, ,U,4.95,0,7.19,1.18,2,,,,,,
1,705,6/8/04,60,24400, ,U,4.95,0,4.95,1.18,3,,,,,,
3,686,6/8/04,60,24000, ,U,4.95,0,8.24,1.18,3,,,,,,
3,697,6/8/04,60,24890, ,U,4.95,0,8.24,1.18,2,,,,,,
3,696,6/9/04,60,22000, ,U,4.95,0,8.24,1.19,1,,,,,,
3,696,6/10/04,60,25000, ,U,4.95,0,8.24,1.21,2,,,,,,
1,688,6/10/04,60,25000, ,U,4.95,0,4.95,1.21,3,,,,,,
3,690,6/11/04,60,19999, ,U,4.95,0,8.24,1.24,1,,,,,,
3,693,6/12/04,60,21999, ,U,5.05,0,8.24,1.24,2,,,,,,
3,690,6/11/04,60,24000, ,U,4.95,0,8.24,1.24,1,,,,,,
3,692,6/11/04,60,19798, ,U,4.95,1,8.24,1.24,1,,,,,,
3,691,6/11/04,60,24000, ,U,4.95,0,8.24,1.24,3,,,,,,
2,693,6/13/04,60,24000, ,U,5.05,0,7.19,1.24,1,,,,,,
2,698,6/13/04,60,25000, ,U,5.05,0,7.19,1.24,1,,,,,,
3,692,6/14/04,60,24999, ,U,5.05,0,8.24,1.25,1,,,,,,
3,687,6/14/04,60,20000, ,U,5.05,0,8.24,1.25,3,,,,,,
3,696,6/14/04,60,25000, ,U,5.05,0,8.24,1.25,1,,,,,,
3,690,6/14/04,60,23500, ,U,5.05,0,8.24,1.25,3,,,,,,
2,700,6/14/04,60,20026, ,U,5.05,0,7.19,1.25,1,,,,,,
2,705,6/14/04,60,25000, ,U,5.05,0,7.19,1.25,1,,,,,,
2,705,6/14/04,60,21000, ,U,5.05,0,7.19,1.25,3,,,,,,
3,690,6/15/04,60,20000, ,U,5.05,0,8.35,1.28,3,,,,,,
3,693,6/15/04,60,20596, ,U,5.05,0,8.35,1.28,1,,,,,,
2,689,6/15/04,60,22500, ,U,5.05,0,7.24,1.28,3,,,,,,
3,685,6/16/04,60,20000, ,U,5.05,1,8.35,1.26,3,,,,,,
2,708,6/16/04,60,22000, ,U,5.05,0,7.24,1.26,1,,,,,,
1,693,6/16/04,60,25000, ,U,5.05,0,5.05,1.26,1,,,,,,
2,708,6/17/04,60,20000, ,U,5.05,0,7.24,1.28,3,,,,,,
3,689,6/17/04,60,24000, ,U,5.05,0,8.35,1.28,3,,,,,,
2,711,6/17/04,60,24000, ,U,5.05,0,7.24,1.28,1,,,,,,
2,712,6/18/04,60,20000, ,U,5.05,0,7.24,1.28,1,,,,,,
2,687,6/18/04,60,21999, ,U,5.05,0,7.24,1.28,2,,,,,,
2,702,6/18/04,60,24000, ,U,5.05,0,7.24,1.28,2,,,,,,
3,684,6/19/04,60,21895, ,U,5.05,1,8.35,1.28,3,,,,,,
2,702,6/19/04,60,22094, ,U,5.05,0,7.24,1.28,3,,,,,,
3,690,6/21/04,60,25000, ,U,5.05,0,8.35,1.29,1,,,,,,
1,705,6/21/04,60,19000, ,U,5.05,0,5.05,1.29,1,,,,,,
3,698,6/22/04,60,25000, ,U,5.05,0,8.35,1.29,3,,,,,,
1,703,6/22/04,60,25000, ,U,5.05,0,5.05,1.29,3,,,,,,
2,697,6/22/04,60,22500, ,U,5.05,1,7.24,1.29,2,,,,,,
2,704,6/22/04,60,25000, ,U,5.05,0,7.24,1.29,3,,,,,,
3,697,6/22/04,60,24785, ,U,5.05,0,8.35,1.29,2,,,,,,
3,698,6/22/04,60,25000, ,U,5.05,0,8.35,1.29,1,,,,,,
3,697,6/23/04,60,25000, ,U,5.05,0,8.35,1.30,2,,,,,,
2,706,6/24/04,60,21357, ,U,5.05,0,7.24,1.32,1,,,,,,
3,698,6/24/04,60,22500, ,U,5.05,0,8.35,1.32,3,,,,,,
3,691,6/24/04,60,25000, ,U,5.05,0,8.35,1.32,1,,,,,,
3,692,6/24/04,60,22000, ,U,5.05,0,8.35,1.32,1,,,,,,
2,709,6/24/04,60,20000, ,U,5.05,0,7.24,1.32,2,,,,,,
3,684,6/25/04,60,21500, ,U,5.05,0,8.35,1.33,3,,,,,,
2,709,6/25/04,60,23500, ,U,5.05,0,7.24,1.33,3,,,,,,
2,701,6/25/04,60,22000, ,U,5.05,0,7.24,1.33,1,,,,,,
3,690,6/27/04,60,24000, ,U,5.05,0,8.35,1.33,1,,,,,,
2,711,6/27/04,60,23300, ,U,5.05,0,7.24,1.33,3,,,,,,
